##Title: Слоўнік граматычна-лінгвістычнае тэрмінолёгіі (БНТ)
##HTMLDescription_BEGIN
<div>
вид (specіes)	від
виды предложений	ві´ды ска´заў
видоизменение	відазьме´на
винительный падеж	вінава´льны склон
винительный падеж предикативный	вінава´льны склон прэдыкаты´ўны, або выказа´льны
винословное сочинение предложений	прычы´нна-заключа´льнае злучэ´ньне ска´заў
вносное предложение	чужасло´ўны сказ
возвратная форма глагола	зваро´тная фо´рма дзеясло´ва
возвратное действие	зваро´тнае дзе´яньне
возвратное местоимение	зваро´тны займе´ньнік
возвратный залог	зваро´тны стан
вокализация	вокаліза´цыя
вокализм	вокалі´зм
вокальный	вока´льны, галасавы´
вопрос	пыта´ньне
вопрос косвенный	пыта´ньне зале´жнае, няпро´стае
вопрос прямой	пыта´ньне незале´жнае, про´стае
вопросительное предложение	пыта´льны сказ
вопросительный знак	пыта´льнік, пыта´льны знак
восклицание	у´склік, во´кліч (Н.Т.2)
восклицательное предложение	клі´чны сказ
восклицательный знак	клі´чнік, клі´чны знак
временный	часо´ўны
время	час (лац. tempus)
время настоящее	час цяпе´рашні
время прошедшее	час про´шлы
время прошлое совершенное	час про´шлы зако´нчаны (лац. perfectum)
время прошлое несовершенное	час про´шлы незако´нчаны (лац. іmperfectum)
время преждепрошедшее	час запро´шлы (лац. plusquamperfectum)
время давнопрошедшее	час пазапро´шлы
время предварительное прошедшее	час папярэ´дні про´шлы
время будущее	час бу´дучы
время будущее простое	час бу´дучы про´сты
время будущее сложное	час бу´дучы склада´ны
время преждебудущее	час прадбу´дучы
вспомогательный глагол	дапамо´жны дзеясло´ў
вставка	уста´ўка
вставной, вставочный звук	устаўны´ гук
вторичное отвердение	паўто´рнае зацьвярдзе´ньне
вторичное умягчение	паўто´рнае памякчэ´ньне
вторичный признак	паўто´рная прыме´та
второстепенный член предложения	дада´ны член ска´зу
вымирание слов	адміра´ньне слоў
выпадение звука	выпадзе´ньне гу´ка
выражение	вы´раз (Н.Т.2)
выражение (времени, мысли)	выражэ´ньне
выразительность	выра´знасьць
выразительный	выра´зны
высота звука	вышыня´ гу´ка
генеалогическая классификация языков	генэалёгі´чная клясыфіка´цыя мо´ваў
главное предложение	асно´ўны сказ
главное составное предложение	асно´ўны склада´ны сказ
глагол	дзеясло´ў (лац. verbum)
глагол переходный	дзеясло´ў перахо´дны
глагол непереходный	дзеясло´ў неперахо´дны
глагол правильный	дзеясло´ў пра´вільны
глагол неправильный	дзеясло´ў няпра´вільны
глагол недостаточный	дзеясло´ў недахва´тны, дэфэкты´ўны
глагол возвратный	дзеясло´ў зваро´тны
глагол невозвратный	дзеясло´ў незваро´тны
глагол безличный	дзеясло´ў безасабо´вы
глаголица (азбука)	глаго´ліца
глагольная форма	дзеясло´ўная фо´рма
глагольное слово	дзеясло´ўнае сло´ва
глагольный признак	дзеясло´ўная адзна´ка
гласный звук	гало´сны гук
гласный звук напряженный или узкий	гало´сны гук напру´жаны або ву´зкі
гласный звук ненапряженный или широкий	гало´сны гук ненапру´жаны або шыро´кі
гласный звук лабиализованный или округленный	гало´сны гук лябіялізо´ваны або акру´глены
гласный звук нелабиализованный или неокругленный	гало´сны гук нелябіялізо´ваны або неакру´глены
гласный звук чистый	гало´сны гук чы´сты
гласный звук носовой (назалированный)	гало´сны гук насавы´ (назалява´ны)
гласный звук переднего ряда	гало´сны гук пярэ´дняга ра´ду
гласный звук среднего ряда	гало´сны гук сярэ´дняга ра´ду
гласный звук заднего ряда	гало´сны гук за´дняга ра´ду
гласный звук верхнего подъема	гало´сны гук ве´рхняга пад'ё´му
гласный звук среднего подъема	гало´сны гук сярэ´дняга пад'ё´му
гласный звук нижнего подъема	гало´сны гук ні´жняга пад'ё´му
гласный звук долгий	гало´сны гук до´ўгі
гласный звук краткий	гало´сны гук каро´ткі
гласный звук иррациональный	гало´сны гук ірацыяна´льны
глухой гласный звук	глухі´ гало´сны гук
глухой согласный звук	глухі´ зы´чны гук
говор	гаво´рка
говор переходный	гаво´рка перахо´дная
говор смешанный	гаво´рка мяша´ная
голос	го´лас
голосовая щель	галасава´я шчыліна
голосовая связка	галасавы´ вяз (мэд. т.)
голосовой звук	галасавы´ зво´нкі гук
гортанный звук	гарта´нны гук
гортань	гарта´нь
государственный язык	дзяржа´ўная мо´ва
грамматика	грама´тыка
грамматика историческая	грама´тыка гістары´чная
грамматика логическая	грама´тыка лёгі´чная
грамматика научная	грама´тыка навуко´вая
грамматика практическая	грама´тыка практы´чная
грамматика сравнительная	грама´тыка параўна´льная
грамматика формальная	грама´тыка форма´льная
грамматика школьная	грама´тыка шко´льная
грамматические классы слов	граматы´чныя кля´сы слоў
грамматические наречия	граматы´чныя прысло´ўі
грамматические факты	граматы´чныя фа´кты
грамматические части речи	граматы´чныя часьці´ны мо´вы
грамматические ассоциации	граматы´чныя асоцыя´цыі
грамматический разбор	граматы´чны разбо´р
грамматический состав слова	граматы´чны склад сло´ва
грамматический строй языка	граматы´чны лад мо´вы
грамота	гра´мата
грамотность	пісьме´ннасьць, гра´матнасьць
грамотный	пісьме´нны, гра´матны
графема	графэ´ма
графика	гра´фіка
графический (образ)	графі´чны (вобраз)
губной звук	губны´ гук
давнопрошедшее время	пазапро´шлы час (лац. plusquamperfectum)
дательный падеж	дава´льны склон (лац. datіvus)
дательный падеж самостоятельный	дава´льны склон незале´жны
дательный падеж принадлежности	дава´льны склон прынале´жнасьці (лац. possessіvus)
дательный падеж приименный	дава´льны склон прыіме´нны
дательный падеж пользы, вреда	дава´льны склон кары´сьці, шко´ды (лац. commodі, іncommodі)
дательный падеж цели	дава´льны склон мэ´ты, цэ´лі (лац. fіnalіs)
двоеточие	двукро´п'е
двойственное число	па´рны лік
двугласный звук (дифтонг)	двухгало´сны гук (дыфто´нг)
двусложный	двухскладо´вы
двучленный	двухчле´нны
двуязычие	дзьвюхмо´ўнасьць
деепричастие	дзеяпрысло´ўе
деепричастный	дзеяпрысло´ўны
действие	дзе´яньне
действительный залог	дзе´йны, або акты´ўны стан (ст. тэр.)
действительные формы причастий	дзе´йныя, або акты´ўныя фо´рмы дзеяпрыме´тнікаў
дзеканье	дзе´каньне
диакритические знаки	дыякрыты´чныя зна´кі
диалект	дыяле´кт, гу´тарка
диалектология	дыялектолё´гія
диалектологический	дыялектолёгі´чны
диктовка, диктант	дыкто´ўка, дыкта´нт
диссимиляция	дысыміля´цыя, распадабне´ньне
диспалатализация	дыспаляталіза´цыя
дифтонг	дыфто´нг, двухгало´сны гук
дифтонг подъемный (йо)	дыфто´нг пад'ё´мны
дифтонг опускной (ай)	дыфто´нг спускны´
дифтонгическое сочетание	дыфтонгі´чнае злучэ´ньне
длительность звука	праця´жнасьць гу´ка
длительные согласные звуки	трыва´льныя, або паве´ўныя (сьпіранты) зы´чныя гу´кі
длительный звук	праця´жны гук
долгий звук	до´ўгі гук
долгота звуков	даўжыня´ гу´каў
долгота звуков длительная	даўжыня´ гу´каў бесьперапы´нная
долгота звуков прерывистая	даўжыня´ гу´каў перапы´нная
дополнение (гр. т.)	дапаўне´ньне
дополнение косвенное	дапаўне´ньне няпро´стае
дополнение простое	дапаўне´ньне несустаўно´е
дополнительное предложение	дапаўня´льны сказ
дополнительный	дадатко´вы
дробное числительное	дро´бны лічэ´бнік
дуги поднебные	ду´гі паднябе´нныя
дыхание	дыха´ньне
дыхательное горло	дыха´льнае го´рла
единственное число	адзіно´чны лік
единство языковых законов	адзі´нства мо´ўных зако´наў
ерь (мягкий знак)	ер (мя´ккі знак)
еровое склонение	е´равае склане´ньне
ер (твердый знак)	ёр (цьвё´рды знак)
жаргон	жарго´н
живой язык	жыва´я мова
живой суффикс	жывы´ су´фікс
желательное наклонение	пажада´льны лад
женский род	жано´чы род
жизнь языка	жыцьцё´ мо´вы
зависимость	зале´жнасьць
зависимый	зале´жны
заглавие	загало´вак
заглавная буква	вялі´кая лі´тара
заголовок	загало´вак
задненебный звук	задняпаднябе´нны гук
заднеязычный звук	задняязы´чны гук
зазубной звук	зазубны´ гук
заимствование	запазыча´ньне (Н.Т.2)
заимствованное слово	запазы´чанае сло´ва
заключительный	заклю´чны, высно´ўны
закрытый слог	закры´ты склад
закон конца слов	зако´н канца´ слоў
залог	стан
залог возвратный	стан зваро´тны
залог невозвратный	стан незваро´тны
залог действительный	стан дзе´йны, або акты´ўны
залог страдательный	стан зале´жны, або пасы´ўны
залог взаимный	стан узае´мны (ст. тэр.)
залог средний	стан нія´кі (ст. тэр.)
залог общий	стан агу´льны (ст. тэр.)
замена звуков	заме´на гу´каў
заметка	заме´тка, ната´тка (Н.Т.2)
заместитель звука	замяшча´льнік гу´ка
запятая	ко´ска
затворные звуки	прарыўны´я, або выбухны´я гу´кі
затвор губ	створ губ (Нс.)
звательная форма	клі´чная фо´рма
звательный падеж	клі´чны склон (ст. тэр.)
звонкий звук	зво´нкі гук
звонкие согласные	зво´нкія зы´чныя
звук	гук
звук слоговой	гук складо´вы
звук неслоговой	гук нескладо´вы
звуки речи	гу´кі мо´вы
звуковой закон	гукавы´ зако´н
звуковой состав слова	гукавы´ склад сло´ва
звуковые волны	гукавы´я хва´лі
звукоподражание	гукаперайма´ньне
звукоподражательный	гукаперайма´льны
звучание	гучэ´ньне
звучность	гу´чнасьць
зев	зеў
зияние	ро´зьзяў
знак	знак
знак вопроса	пыта´льнік, пыта´льны знак
знак восклицания	клі´чнік, клі´чны знак
знак переноса	знак перано´су
знак препинания	знак прыпы´нку
знак сокращения	знак скарачэ´ньня
знак ударения	знак на´ціску
знаки препинания	зна´кі прыпы´нку
знаменательное слово	называ´льнае сло´ва
значение слова	значэ´ньне сло´ва
значение частей речи	значэ´ньне часьці´н мо´вы
значение букв	значэ´ньне лі´тар, бу´кваў
значимое слово	называ´льнае сло´ва
зрительный образ	зро´кавы во´браз
зубной звук	зубны´ гук
зубогубные звуки	зубагубны´я гу´кі
идеографическое письмо	ідэяграфі´чнае пісьмо´
изменение	зьме´на
изменение по падежам	зьме´на ў скло´нах
изменение по родам	зьме´на ў ро´дах
изменение по лицам	зьме´на ў асо´бах
изменение по числам	зьме´на ў лі´ках
изменение в языке	зьме´на ў мо´ве
изменение по ступеням сравнения	ступенява´ньне прыме´тнікаў
изменяемый	зьме´нны
изменяемые части речи	зьме´нныя часьці´ны мо´вы
изобилующие глаголы	рознафо´рмныя дзеясло´вы
изображение буквы	напіса´ньне лі´тары, бу´квы
изъявительное наклонение	абве´сны лад
изучение языка	дасьле´дваньне мо´вы; вывучэ´ньне мо´вы
иканье	і´каньне
именительный падеж	назо´ўны склон (лац. nomіnatіvus)
имена	імё´ны
именная основа	іме´нная асно´ва
именное склонение	іме´ннае склане´ньне
императив	імпэраты´ў (зага´дны лад)
императивные частицы	імпэраты´ўныя (зага´дныя) часьці´нкі
имперфект	імпэрфэ´кт
имя	і´мя
имя собственное	і´мя ўла´снае
имя нарицательное	і´мя агу´льнае
имя общее	і´мя агу´льнае
имя предметное	і´мя прадме´тнае
имя собирательное	і´мя збо´рнае
имя отвлеченное	і´мя разумо´вае
имя существительное	іме´ньнік
имя прилагательное	прыме´тнік
имя числительное	лічэ´бнік
индивидуальный язык	індывідуа´льная, асабі´стая мо´ва
инициалы	ініцыя´лы
инославянский	іншаславя´нскі
иностранное слово	чужазе´мнае сло´ва
иностранный язык	чужазе´мная мо´ва
интернациональное слово	міжнаро´днае сло´ва
интонация	інтона´цыя, вымо´ва (Н.Т.2)
интонация восходящая	інтона´цыя пад'ё´мная
интонация нисходящая	інтона´цыя спускна´я
инфикс	і´нфікс
инфинитив (неопред. форма глагола)	інфініты´ў (неазнача´льн. фо´рма дзеясло´ва)
иот (ёт)	ёт
иотация	ёта´цыя
иотированный	ёто´ваны
иотированные буквы	ёто´ваныя бу´квы, лі´тары
иотировать	ётава´ць
иррациональный звук	ірацыяна´льны гук
искажение	скажэ´ньне (Н.Т.2)
исключение	выключэ´ньне
искусственный язык	шту´чная мо´ва
историческая грамматика	гістары´чная грама´тыка
история языка	гісто´рыя мо´вы
исчезновение звуков	зьніка´ньне гу´каў
исчезновение языков	зьніка´ньне мо´ваў
кавычки	ла´пкі
картавость	гарка´васьць
картавый	гарка´вы
качественный	я´касны
качество	я´касьць
кирилица (азбука)	кіры´ліца
классификация слов	клясыфіка´цыя слоў
клинообразные письмена	кліно´пісь
книжный язык	кні´жная мо´ва
колебание воздуха	віха´ньне паве´тра (Н.Т.4)
количественное отношение звуков	ко´лькасныя адно´сіны гу´каў
количественный	ко´лькасны
количество	ко´лькасьць
количество звука	ко´лькасьць гу´ка
конечный звук	канцавы´ гук
конкретное значение слова	конкрэ´тнае значэ´ньне сло´ва
конкретный	прадме´тны (Н.Т.2), конкрэ´тны
консонанс	консона´нс, сугало´сьсе (Н.Т.2)
контаминация	контаміна´цыя, зьмяша´ньне
корень	ко´рань
коренное слово	карэ´ннае сло´ва
коренной звук	карэ´нны гук
корневые языки	каранё´выя мо´вы
косвенный падеж	зале´жны склон
косвенный вопрос	зале´жнае пыта´ньне
косвенная речь	зале´жная мо´ва
красная строка	но´вы радо´к
краткие звуки	каро´ткія гу´кі
краткость	каро´ткасьць
курсив	курсы´ў
курсивный шрифт	курсы´ўны шрыфт
лабиализация, или округление	лябіяліза´цыя, або акругле´ньне
лабиализованные, или округленные звуки	лябіялізо´ваныя, або акру´гленыя гу´кі
лабиальный звук	лябія´льны гук
латинская азбука	лаці´нка
латынь	латы´нь
ласкательное имя, слово	ласка´льнае і´мя, сло´ва
лексема	лексэ´ма
лексика	ле´ксыка
лексикографический	лексыкаграфі´чны, словапі´сны (Н.Т.4)
лексикография	лексыкагра´фія, сло´вапісь (Н.Т.4)
лексиколог	лексыкалё´г, словазна´вец
лексикология	лексыкалё´гія, словазна´ўства (Н.Т.4)
лексикон	лексыко´н, сло´ўнік (Н.Т.4)
лексический	лексы´чны, сло´ўны
лингвист	лінгві´сты, мовазна´вец
лингвистика	лінгві´стыка, мовазна´ўства
лингвистический	лінгвісты´чны, мовазна´ўчы (Н.Т.4)
литера	лі´тара
литерализм	літаралі´зм
литеральный	літара´льны, буква´льны
литературный язык	літарату´рная мо´ва
лицо	асоба (лац. persona)
лицо первое, второе, третье	асо´ба пе´ршая, друга´я, трэ´цяя
личное местоимение	асабо´вы займе´ньнік
личное окончание	асабо´вы канча´так
личное предложение	асабо´вы сказ
личный	асабо´вы
личный глагол	асабо´вы дзеясло´ў
логика	лё´гіка
логический	лёгі´чны
логическое подлежащее	лёгі´чны дзе´йнік
логическое сказуемое	лёгі´чны выка´зьнік
логическое ударение	лёгі´чны на´ціск
ложная этимология (см. народная этимология)	памылко´вая этымолё´гія
ложность	памылко´васьць
ложный именительный падеж	несапра´ўдны назо´ўны склон
локализация	лёкаліза´цыя
локальный знак	лёка´льны,мясцо´вы (Н.Т.2) знак
материальное значение слова	матар'я´льнае значэ´ньне сло´ва
мгновенные звуки	імгне´нныя (выбуханыя) гу´кі
мгновенный	імгне´нны
междометие	выклі´чнік
междометие первообразное	выклі´чнік першатво´рны
междометие звукоподражательное	выклі´чнік гукаперайма´льны
межзубной звук	паміжзубны´ гук
мена звуков	падме´на гу´каў
мертвый язык	адме´рлая мо´ва
мертвый суффикс	адме´рлы су´фікс
местоимение	займе´ньнік
местоимение личное	займе´ньнік асабо´вы
местоимение возвратное	займе´ньнік зваро´тны
местоимение притяжательное	займе´ньнік прынале´жны
местоимение вопросительное	займе´ньнік пыта´льны
местоимение относительное	займе´ньнік адно´сны
местоимение указательное	займе´ньнік паказа´льны
местоимение определительное	займе´ньнік азнача´льны
местоимение неопределенное	займе´ньнік неазнача´льны
местоимение отрицательное	займе´ньнік адмо´ўны
местный падеж	ме´сны склон
местный язык	мясцо´вая мо´ва
местоименные слова	займе´нныя сло´вы
метатеза звуков	мэтатэ´за, перастано´ўка гу´каў
мимика	мі´міка, мі´гі
мимический	мімі´чны, міго´ўны (Н.Т.2)
мнимое исключение	зданьнё´вае, несапра´ўднае выключэ´ньне
мнимый	зданьнё´вы (Н.Т.2)
многократный вид	шматразо´вае трыва´ньне
многосложное слово	шматскладо´вае сло´ва
многоточие	шматкро´п'е, кро´пкі
многочленный	шматчле´нны, многачле´нны
множественное число	мно´жны лік
морфология	морфолё´гія
морфологический	морфолёгі´чны
морфологическая классификация языков	морфолёгі´чная клясыфіка´цыя мо´ваў
морфологическая принадлежность	морфолёгі´чная прынале´жнасьць
музыкальное ударение	музыка´льны на´ціск
мужеский род	мужчы´нскі род
мыслить	мы´сьліць, ду´маць (Н.Т.2)
мысль	мысьль, ду´мка (Н.Т.2)
мыслительный процесс	мысьлё´вы процэ´с (Н.Т.2)
мышление	мысьле´ньне (Н.Т.2)
мягкий звук (палатализированный)	мя´ккі гук (паляталізо´ваны)
мягкий знак	мя´ккі знак, ер
мягкость	мя´ккасьць
наблюдение грамматическое	назіра´ньне граматы´чнае
надгортанник	надгарта´ньнік
надстрочный знак	надрадко´вы знак
назализация	назаліза´цыя
название	на´зва (Н.Т.4), назва´ньне
называть	называ´ць
назывное слово	называ´льнае сло´ва
наизусть	напа´мяць
наклонение	лад (лац. modus)
наклонение изъявительное	лад абве´сны
наклонение повелительное	лад зага´дны
наклонение желательное	лад пажада´льны
наклонение сослагательное	лад су´вязны
наклонение достигательное	лад дасяга´льны (ст. тэр.)
наклонение условное	лад умо´ўны
наклонение неопределенное	неазнача´льная форма, або інфініты´ў
намеренное выражение	наўмы´снае выражэ´ньне
направление	кіру´нак
например	напры´клад
напряжение	напружэ´ньне
напряженные звуки	напру´жаныя гу´кі
напряженные звуки закрытые или узкие	напру´жаныя гу´кі закры´тыя, або ву´зкія
наречие (<i>гр. тэр.</i>)	прысло´ўе
наречие грамматическое	прысло´ўе граматы´чнае
наречие неграмматическое	прысло´ўе неграматы´чнае
наречие времени	прысло´ўе часо´ўнае
наречие места	прысло´ўе ме´снае
наречие причины	прысло´ўе прычы´ннае
наречие образа действия	прысло´ўе спо´сабу дзе´яньня
наречие сравнительное	прысло´ўе параўна´льнае
наречие (диалект)	гу´тарка, дыяле´кт
наречия языка	гу´таркі, дыяле´кты мо´вы
нарицательное имя	агу´льнае і´мя
нарицательные имена	агу´льныя імё´ны
народная этимология	наро´дная этымолё´гія
народный язык	наро´дная мо´ва
настоящее время	цяпе´рашні час
натуральный	прыро´дны, натура´льны (Н.Т.2)
научная грамматика	навуко´вая грама´тыка
начальная грамматика	пачатко´вая грама´тыка
начальная буква	пачатко´вая лі´тара, бу´ква
начальный звук	пачатко´вы гук
начертание (буквы)	напіса´ньне
начинательный	пачына´льны
неглагольное прилагательное	недзеясло´ўны прыме´тнік
неглагольное наречие	недзеясло´ўнае прысло´ўе
неграмматические категории	неграматы´чныя катэго´рыі
неграмматическое наречие	неграматы´чнае прысло´ўе
недостаточное слово	недахва´тнае (дэфэкты´ўнае) сло´ва
недостаточный глагол	недахва´тны дзеясло´ў
независимое слово	незале´жнае сло´ва
независимый член предложения	незале´жны член ска´зу
